product name,time,likes,dislikes,pos-comments,neg-comments,flip-buyers,am-buyers,hashtags,cost,category,sub category,brand,discount,stock,url,ratings,viewers,ads,score
JBL C1501SI,1,5488,3296,813,2477,3799,12887,9261,1021,electronics,Audio,JBL,688,10,https://www.flipkart.com/jbl-c150si-one-button-universal-remote-wired-headset/p/itm5f6934af69fb7?pid=ACCEHDJBEJSQYYKU&lid=LSTACCEHDJBEJSQYYKUKRH1QM&marketplace=FLIPKART&store=0pm&srno=b_2_42&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Electronics~Audio~All_9JGNW7M0TUHD&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=cb949483-a604-4468-a240-0f5006ed0900.ACCEHDJBEJSQYYKU.SEARCH&ppt=browse&ppn=browse,7536,14586,5,9.706393033
zeb-warrior 10w,4,4504,1572,8269,1573,24996,8186,5324,2729,electronics,Audio,zeb-warrior,200,10,https://www.flipkart.com/zebronics-zeb-warrior-10-w-laptop-desktop-speaker/p/itm6038d66986f4d?pid=ACCFMR9VMSDTHZEG&lid=LSTACCFMR9VMSDTHZEGPBUHXS&marketplace=FLIPKART&store=0pm&srno=b_2_70&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Electronics~Audio~All_9JGNW7M0TUHD&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=cb949483-a604-4468-a240-0f5006ed0900.ACCFMR9VMSDTHZEG.SEARCH&ppt=browse&ppn=browse,12018,26684,0,5.064000588
google nest mini (2nd gen),3,5780,268,10493,643,23405,7905,5885,1402,electronics,Audio,google,435,10,https://www.flipkart.com/google-nest-mini-2nd-gen-assistant-smart-speaker/p/itma20dcd67c740a?pid=ATNFM44TKMMUSAJK&lid=LSTATNFM44TKMMUSAJKWQ8CJU&marketplace=FLIPKART&store=0pm&srno=b_2_78&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Electronics~Audio~All_9JGNW7M0TUHD&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=cb949483-a604-4468-a240-0f5006ed0900.ATNFM44TKMMUSAJK.SEARCH&ppt=browse&ppn=browse,7808,10302,7,1.87356716
sony XB55AP,4,7133,826,9271,1528,14952,8964,6853,1190,electronics,Audio,sony,640,10,https://www.flipkart.com/sony-xb55ap-wired-headset/p/itm8ba1530244d0d?pid=ACCEVAEWTGVPEH3P&lid=LSTACCEVAEWTGVPEH3P6BKK8U&marketplace=FLIPKART&store=0pm&srno=b_4_125&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Electronics~Audio~All_9JGNW7M0TUHD&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=f0c7046e-0a12-4b85-986a-1c9046df1751.ACCEVAEWTGVPEH3P.SEARCH&ppt=browse&ppn=browse,5377,43110,10,3.23040257
asus tuf f15,4,9492,2163,5881,1066,1569,11905,2133,35201,electronics,laptops,asus,690,10,https://www.flipkart.com/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn258ws-laptop/p/itm57d649902588e?pid=COMGB732MK9RHD5P&lid=LSTCOMGB732MK9RHD5PTLPL3I&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_a0884744-6305-4d41-b689-34acadbf7f96_18_1J6H7E1LGOX8_MC.COMGB732MK9RHD5P&ppt=browse&ppn=browse&otracker=clp_pmu_v2_Gaming%2BLaptops_1_18.productCard.PMU_V2_ASUS%2BTUF%2BGaming%2BF15%2BCore%2Bi5%2B10th%2BGen%2B-%2B%25288%2BGB%252F512%2BGB%2BSSD%252FWindows%2B11%2BHome%252F4%2BGB%2BGraphics%252FNVIDIA%2BGeForce%2BGTX%2B1650%252F144%2BHz%2529%2BFX506LH-HN258WS%2BGaming%2BLaptop_laptops-store_COMGB732MK9RHD5P_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Gaming%2BLaptops_LIST_productCard_cc_1_NA_view-all&cid=COMGB732MK9RHD5P,5883,27603,0,4.436011513
dell g15-5515,2,3125,2193,11986,2021,5504,11028,8149,57845,electronics,laptops,dell,128,10,https://www.flipkart.com/dell-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-g15-5515-gaming-laptop/p/itmb14d1cbc2f2fe?pid=COMGCNDPPQPTKCMN&lid=LSTCOMGCNDPPQPTKCMNMBBMZW&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_a0884744-6305-4d41-b689-34acadbf7f96_18_1J6H7E1LGOX8_MC.COMGCNDPPQPTKCMN&ppt=browse&ppn=browse&otracker=clp_pmu_v2_Gaming%2BLaptops_2_18.productCard.PMU_V2_DELL%2BRyzen%2B5%2BHexa%2BCore%2B5600H%2B-%2B%25288%2BGB%252F512%2BGB%2BSSD%252FWindows%2B11%2BHome%252F4%2BGB%2BGraphics%252FNVIDIA%2BGeForce%2BRTX%2B3050%252F120%2BHz%2529%2BG15-5515%2BGaming%2BLaptop_laptops-store_COMGCNDPPQPTKCMN_neo%2Fmerchandising_1&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Gaming%2BLaptops_LIST_productCard_cc_2_NA_view-all&cid=COMGCNDPPQPTKCMN,11610,41402,7,1.344767256
msi gf63,1,3178,952,6793,1735,7508,11321,6348,67746,electronics,laptops,MSI,587,10,https://www.flipkart.com/msi-gf63-thin-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-10uc-607in-gaming-laptop/p/itm92565651dc3ed?pid=COMG5AWT9CKRMEFU&lid=LSTCOMG5AWT9CKRMEFUII4XPL&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_a0884744-6305-4d41-b689-34acadbf7f96_19_V64VET8EKPLC_MC.COMG5AWT9CKRMEFU&ppt=browse&ppn=browse&otracker=clp_pmu_v2_Gaming%2BLaptops_5_19.productCard.PMU_V2_MSI%2BGF63%2BThin%2BCore%2Bi5%2B10th%2BGen%2B-%2B%25288%2BGB%252F512%2BGB%2BSSD%252FWindows%2B10%2BHome%252F4%2BGB%2BGraphics%252FNVIDIA%2BGeForce%2BRTX%2B3050%252F144%2BHz%2529%2BGF63%2BThin%2B10UC-607IN%2BGaming%2BLaptop_laptops-store_COMG5AWT9CKRMEFU_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Gaming%2BLaptops_LIST_productCard_cc_5_NA_view-all&cid=COMG5AWT9CKRMEFU,13797,42078,9,7.510714129
hp pavillion 15-EC1512AX,2,6256,1874,6542,930,18062,6107,7612,53480,electronics,laptops,hp,842,10,https://www.flipkart.com/hp-pavilion-gaming-ryzen-7-octa-core-4800h-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-1650ti-144-hz-15-ec1512ax-laptop/p/itmc86ddf2406f18?pid=COMG329PDCH8B6RE&lid=LSTCOMG329PDCH8B6RESYHY7R&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_a0884744-6305-4d41-b689-34acadbf7f96_19_V64VET8EKPLC_MC.COMG329PDCH8B6RE&ppt=browse&ppn=browse&otracker=clp_pmu_v2_Gaming%2BLaptops_6_19.productCard.PMU_V2_HP%2BPavilion%2BGaming%2BRyzen%2B7%2BOcta%2BCore%2B4800H%2B-%2B%252816%2BGB%252F1%2BTB%2BHDD%252F256%2BGB%2BSSD%252FWindows%2B10%2BHome%252F4%2BGB%2BGraphics%252FNVIDIA%2BGeForce%2B1650Ti%252F144%2BHz%2529%2B15-EC1512AX%2BGaming%2BLaptop_laptops-store_COMG329PDCH8B6RE_neo%2Fmerchandising_5&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Gaming%2BLaptops_LIST_productCard_cc_6_NA_view-all&cid=COMG329PDCH8B6RE,14908,29045,9,9.238456386
MSI Katana GF66,2,1378,3307,7662,587,1999,7708,5242,60805,electronics,laptops,MSI,384,10,https://www.flipkart.com/msi-katana-gf66-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050ti-11ud-876in-gaming-laptop/p/itm02e4b08d405b1?pid=COMG6E8PJWDH5HBB&lid=LSTCOMG6E8PJWDH5HBBBUOQ0R&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_a0884744-6305-4d41-b689-34acadbf7f96_19_V64VET8EKPLC_MC.COMG6E8PJWDH5HBB&ppt=browse&ppn=browse&otracker=clp_pmu_v2_Gaming%2BLaptops_4_19.productCard.PMU_V2_MSI%2BKatana%2BGF66%2BCore%2Bi5%2B11th%2BGen%2B-%2B%252816%2BGB%252F512%2BGB%2BSSD%252FWindows%2B10%2BHome%252F4%2BGB%2BGraphics%252FNVIDIA%2BGeForce%2BRTX%2B3050Ti%2529%2BKatana%2BGF66%2B11UD-876IN%2BGaming%2BLaptop_laptops-store_COMG6E8PJWDH5HBB_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Gaming%2BLaptops_LIST_productCard_cc_4_NA_view-all&cid=COMG6E8PJWDH5HBB,13402,36659,8,0.772463217
acer Nitro 5 AN 515-45,4,5768,3366,5640,1323,12715,6221,269,42827,electronics,laptops,Acer,966,10,https://www.flipkart.com/acer-nitro-5-ryzen-7-octa-core-5800h-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-an515-45-an515-45-r2gl-gaming-laptop/p/itma1ea7a5c6d853?pid=COMG2HCTU4CAZWD9&lid=LSTCOMG2HCTU4CAZWD9BE9ADX&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_a0884744-6305-4d41-b689-34acadbf7f96_18_1J6H7E1LGOX8_MC.COMG2HCTU4CAZWD9&ppt=browse&ppn=browse&otracker=clp_pmu_v2_Gaming%2BLaptops_4_18.productCard.PMU_V2_acer%2BNitro%2B5%2BRyzen%2B7%2BOcta%2BCore%2B5800H%2B-%2B%252816%2BGB%252F1%2BTB%2BHDD%252F256%2BGB%2BSSD%252FWindows%2B10%2BHome%252F6%2BGB%2BGraphics%252FNVIDIA%2BGeForce%2BRTX%2B3060%252F144%2BHz%2529%2BAN515-45%252F%2BAN515-45-R2GL%2BGaming%2BLaptop_laptops-store_COMG2HCTU4CAZWD9_neo%2Fmerchandising_3&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Gaming%2BLaptops_LIST_productCard_cc_4_NA_view-all&cid=COMG2HCTU4CAZWD9,6845,35286,4,5.336112756
Asus vivobook 14,2,6210,3321,2257,599,5471,17446,3394,53439,electronics,laptops,Asus,761,10,https://www.flipkart.com/asus-vivobook-ultra-14-2022-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-x413ea-eb532ws-thin-light-laptop/p/itmf6445e8ebf133?pid=COMG87FFYEZW7ZRC&lid=LSTCOMG87FFYEZW7ZRCPD6GGV&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_a0884744-6305-4d41-b689-34acadbf7f96_17_ABTXC9653TK1_MC.COMG87FFYEZW7ZRC&ppt=browse&ppn=browse&otracker=clp_pmu_v2_Design%2BContent%2B%2526%2BLaptops_5_17.productCard.PMU_V2_ASUS%2BVivoBook%2BUltra%2B14%2B%25282022%2529%2BCore%2Bi5%2B11th%2BGen%2B-%2B%252816%2BGB%252F512%2BGB%2BSSD%252FWindows%2B11%2BHome%2529%2BX413EA-EB532WS%2BThin%2Band%2BLight%2BLaptop_laptops-store_COMG87FFYEZW7ZRC_neo%2Fmerchandising_4&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_Design%2BContent%2B%2526%2BLaptops_LIST_productCard_cc_5_NA_view-all&cid=COMG87FFYEZW7ZRC,10005,37076,3,7.246193258
dell inspiron 3525 notebook,1,7875,1265,10406,1017,7384,15940,4497,67219,electronics,laptops,dell,111,10,https://www.flipkart.com/dell-inspiron-athlon-dual-core-3050u-8-gb-256-gb-ssd-windows-11-home-3525-notebook/p/itm96a6101fa53ff?pid=COMGCYF9EZKKPEWD&lid=LSTCOMGCYF9EZKKPEWDXSSFWJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_11&otracker=browse&fm=neo%2Fmerchandising&iid=4f42c501-ae8d-4d3a-bba5-05d6cb52b082.COMGCYF9EZKKPEWD.SEARCH&ppt=clp&ppn=laptops-store&ssid=kzecsrse0w0000001659072446339,4046,14267,7,8.739020515
acer  asprie 7 A715-75G-50TA,1,5895,949,3981,1117,24780,9139,664,39311,electronics,laptops,acer,201,10,https://www.flipkart.com/acer-aspire-7-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-a715-75g-50ta-a715-75g-41g-a715-75g-52aa-gaming-laptop/p/itm365d5a348ad9c?pid=COMG2KBG2K4GFFF7&lid=LSTCOMG2KBG2K4GFFF75TIZXH&marketplace=FLIPKART&store=6bo%2Fb5g&spotlightTagId=BestvalueId_6bo%2Fb5g&srno=b_1_12&otracker=browse&fm=neo%2Fmerchandising&iid=4f42c501-ae8d-4d3a-bba5-05d6cb52b082.COMG2KBG2K4GFFF7.SEARCH&ppt=browse&ppn=browse&ssid=kzecsrse0w0000001659072446339,6822,37319,10,6.14391286
HP 14s-fq1092au,4,9040,2856,10538,559,8310,14098,4461,49039,electronics,laptops,hp,399,10,https://www.flipkart.com/hp-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-14s-fq1092au-thin-light-laptop/p/itm808dc28eb54e7?pid=COMGAX8EYBZZDXY6&lid=LSTCOMGAX8EYBZZDXY6EN6PAA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_14&otracker=browse&fm=neo%2Fmerchandising&iid=4f42c501-ae8d-4d3a-bba5-05d6cb52b082.COMGAX8EYBZZDXY6.SEARCH&ppt=clp&ppn=laptops-store&ssid=kzecsrse0w0000001659072446339,12963,41434,8,7.144121479
vega vhss-03 hair dryer,3,702,1147,9618,2311,17392,4041,3896,3909,electronics,personal,vega,268,10,https://www.flipkart.com/vega-vhss-03-miss-versatile-styling-kit-personal-care-appliance-combo/p/itmetdqcrfvuhueb?pid=PABETDQFFEZG7FPX&lid=LSTPABETDQFFEZG7FPXBFRQ72&marketplace=FLIPKART&store=zlw&srno=b_1_2&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=neo%2Fmerchandising&iid=en_oedB97lPhQaW1YVE26hsmaDksdJ%2FOHHxkbZ7uBYhQiIwRSupRhS1Tt3TxHHJYufANWKZWm9AZzybtyrq7hMTAQ%3D%3D&ppt=hp&ppn=homepage&ssid=bhcp3brxfk0000001659072628800,6125,15428,0,1.238301683
nova nht 1052 usb trimmer,2,7841,2915,2401,2193,19576,2129,1436,1945,electronics,personal,nova,240,10,https://www.flipkart.com/nova-nht-1052-usb-trimmer-90-min-runtime-40-length-settings/p/itm08a4a983d35d1?pid=TMRFZ9NQWGHEKQBS&lid=LSTTMRFZ9NQWGHEKQBSBZBZHT&marketplace=FLIPKART&store=zlw&srno=b_1_11&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=neo%2Fmerchandising&iid=85a0fe40-a333-48e0-bbeb-b903bdf0d29b.TMRFZ9NQWGHEKQBS.SEARCH&ppt=browse&ppn=browse,1866,20763,5,0.335923051
philips hp8302 hair straightner,3,3264,3150,2230,1920,21184,5429,4031,2007,electronics,personal,philips,535,10,https://www.flipkart.com/philips-hp8302-06-hair-straightener/p/itmf51277d7653cd?pid=HSTE4YPPY43YAXJZ&lid=LSTHSTE4YPPY43YAXJZNCZAJ9&marketplace=FLIPKART&store=zlw&srno=b_1_18&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=neo%2Fmerchandising&iid=85a0fe40-a333-48e0-bbeb-b903bdf0d29b.HSTE4YPPY43YAXJZ.SEARCH&ppt=hp&ppn=homepage&ssid=bhcp3brxfk0000001659072628800,3936,36402,4,9.518526294
dr physio 1021 massage machine,1,6829,1295,3307,2483,2839,11813,4341,2726,electronics,personal,dr physio,840,10,https://www.flipkart.com/physio-usa-1021-full-body-pains-relief-massager-machine-massage-electric-massagers-back-legs-foot-calf-neck-shoulder-head-vibration-men-women/p/itm9f9221cd22ce1?pid=MASFM6JGBCYBTWMG&lid=LSTMASFM6JGBCYBTWMGNFF2TQ&marketplace=FLIPKART&store=zlw&srno=b_1_22&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=neo%2Fmerchandising&iid=85a0fe40-a333-48e0-bbeb-b903bdf0d29b.MASFM6JGBCYBTWMG.SEARCH&ppt=browse&ppn=browse,6664,16475,0,5.83601863
Mi XXQ03HM trimmer,3,215,262,2242,740,23419,4517,81,3457,electronics,personal,Mi,191,10,https://www.flipkart.com/mi-xxq03hm-trimmer-60-min-runtime-20-length-settings/p/itm25faa7ff43c9e?pid=TMRFU2U8KTSPVHWU&lid=LSTTMRFU2U8KTSPVHWUVC8QPX&marketplace=FLIPKART&store=zlw&srno=b_1_19&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=neo%2Fmerchandising&iid=85a0fe40-a333-48e0-bbeb-b903bdf0d29b.TMRFU2U8KTSPVHWU.SEARCH&ppt=browse&ppn=browse,11461,39294,9,1.989829839
 Dr. Trust DT-025 thermometer,2,1779,2145,8595,367,19976,10060,1907,1967,electronics,personal,Dr. Trust,482,10,https://www.flipkart.com/dr-trust-dt-025-waterproof-flexible-tip-digital-model-no-604-thermometer/p/itmema4t6kkzdzdm?pid=DTHEMA4THZURQJEJ&lid=LSTDTHEMA4THZURQJEJBUQA7X&marketplace=FLIPKART&store=zlw&srno=b_3_81&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=neo%2Fmerchandising&iid=3429ad5d-6a3c-4f5b-9623-839d718a3db9.DTHEMA4THZURQJEJ.SEARCH&ppt=browse&ppn=browse,10429,37902,4,1.280510004
ark 9999 oximeter,2,111,2789,6435,818,3222,10089,1254,3891,electronics,personal,ark,588,10,https://www.flipkart.com/ark9999-pulse-oximeter-b2/p/itmaeb7b14c44966?pid=POXGAVAH2ZYNRCDC&lid=LSTPOXGAVAH2ZYNRCDCWZ4SHP&marketplace=FLIPKART&store=zlw&srno=b_3_95&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=neo%2Fmerchandising&iid=3429ad5d-6a3c-4f5b-9623-839d718a3db9.POXGAVAH2ZYNRCDC.SEARCH&ppt=browse&ppn=browse,14123,11525,6,0.022737587
lifelong digital weighing scale,3,6036,3832,4227,2145,12703,11758,1151,1611,electronics,personal,lifelong,715,10,https://www.flipkart.com/lifelong-glass-weighing-scale/p/itmf73e2edcba4df?pid=WSLG69MFDZB9KYSG&lid=LSTWSLG69MFDZB9KYSGRZNYK9&marketplace=FLIPKART&store=zlw&srno=b_3_108&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=neo%2Fmerchandising&iid=en_isp7MR6PdLVCuR2krwI%2FA%2BvJx3Oi3jxOStg%2Fzya9PHPUBLbXDBWTShzBYqc6QhnsWr5Dr8elmkeV2EMoOywfDw%3D%3D&ppt=browse&ppn=browse,6918,33743,10,7.842260709
Vandelay CQRM1003 massager,2,2384,1767,3724,2450,15924,2870,1487,1625,electronics,personal,Vandelay,745,10,https://www.flipkart.com/vandelay-cqrm1003-personal-body-massager-mens-women/p/itm65dc213d0a0c6?pid=MASG5QRHWGKZJUFV&lid=LSTMASG5QRHWGKZJUFVEBNNXL&marketplace=FLIPKART&store=zlw&srno=b_3_112&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=neo%2Fmerchandising&iid=en_isp7MR6PdLVCuR2krwI%2FA%2BvJx3Oi3jxOStg%2Fzya9PHNBYcngC8aIoitnmLbkycU%2BMu3BmyavOdsdLXLtkEIzoA%3D%3D&ppt=browse&ppn=browse,13999,26271,9,6.194506641
ambitech digital thermometer phx-01,1,8615,586,10249,1480,1952,1916,6170,1122,electronics,personal,ambitech,208,10,https://www.flipkart.com/ambitech-digital-phx-01-thermometer/p/itme8c7a3aa604f5?pid=DTHFPYUPH4PUAVAU&lid=LSTDTHFPYUPH4PUAVAU4ZGDEM&marketplace=FLIPKART&store=zlw&srno=b_3_115&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=neo%2Fmerchandising&iid=3429ad5d-6a3c-4f5b-9623-839d718a3db9.DTHFPYUPH4PUAVAU.SEARCH&ppt=browse&ppn=browse,4183,14610,7,6.910839366
HP V236w 16gb pen drive,3,6695,981,944,2191,9242,7162,4285,1976,electronics,storage,hp,802,10,"https://www.flipkart.com/computers/storage/pr?sid=6bo,jdy&otracker=categorytree&fm=neo%2Fmerchandising&iid=M_fa25051a-c4e0-4426-bbc2-6c22eef010f8_1_372UD5BXDFYS_MC.ZIY95EE3TPG8&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Electronics~Storage~All_ZIY95EE3TPG8&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&cid=ZIY95EE3TPG8",7308,23478,10,7.61459764
SAMSUNG Evo Plus 64 GB MicroSDXC,2,515,2739,10362,673,4353,11456,8151,1266,electronics,storage,samsung,380,10,https://www.flipkart.com/samsung-evo-plus-64-gb-microsdxc-class-10-130-mb-s-memory-card/p/itmf7c2fb2236ab1?pid=ACCG9NPXHEGZ2YK8&lid=LSTACCG9NPXHEGZ2YK81MI55U&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_1_5&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=e2d2b3c9-6288-48a6-b0bc-a7135baa2309.ACCG9NPXHEGZ2YK8.SEARCH&ppt=hp&ppn=homepage&ssid=zqdet1r1qo0000001659090256384,6478,40843,4,9.35370535
SanDisk Dual Drive Go 32 GB OTG Drive,1,2098,2527,7863,777,11104,17516,3545,1169,electronics,storage,,661,10,https://www.flipkart.com/sandisk-dual-drive-go-32-gb-otg/p/itm66610e185e26a?pid=ACCG4P5FEHQBBPF7&lid=LSTACCG4P5FEHQBBPF7PNJD9P&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_1_15&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=e2d2b3c9-6288-48a6-b0bc-a7135baa2309.ACCG4P5FEHQBBPF7.SEARCH&ppt=browse&ppn=browse,11672,43236,4,7.485151119
WD 1.5 TB Wired External Hard Disk Drive,4,910,3752,10842,473,11871,7353,860,929,electronics,storage,WD,988,10,https://www.flipkart.com/wd-1-5-tb-wired-external-hard-disk-drive-hdd/p/itmfcyh2wheuvhbk?pid=ACCFCYH2FGJBJRFS&lid=LSTACCFCYH2FGJBJRFSW7VVVN&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_1_26&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=e2d2b3c9-6288-48a6-b0bc-a7135baa2309.ACCFCYH2FGJBJRFS.SEARCH&ppt=browse&ppn=browse,11183,42930,0,5.43194365
Seagate Barracuda 1tb,1,2728,1074,8136,984,7950,14114,8869,3455,electronics,storage,Seagate,980,10,https://www.flipkart.com/seagate-barracuda-3-5-inch-sata-6-gb-s-7200-rpm-64-mb-cache-1-tb-desktop-internal-hard-disk-drive-hdd-st1000dm010/p/itmeqn3rdgnqjshd?pid=IHDG6EZXTZ3AY3ZA&lid=LSTIHDG6EZXTZ3AY3ZAZAPQNS&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_1_40&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_Up7h8ObtkZ0voG4Qh2O9Mp5XpGN4FjBthAnmS0XtFoJrDw0kq67nuRQiPpamkNDsiReXiaF6sqt7NrjC2n8P%2BA%3D%3D&ppt=hp&ppn=homepage&ssid=zqdet1r1qo0000001659090256384,10063,34758,3,9.897034864
TOSHIBA Canvio Advance 1 TB External Hard Disk Drive (HDD),4,6299,1137,7310,988,2862,9178,3289,3779,electronics,storage,TOSHIBA,476,10,https://www.flipkart.com/toshiba-canvio-advance-1-tb-external-hard-disk-drive-hdd/p/itmc21f263825888?pid=ACCG26XFHCSGG5MS&lid=LSTACCG26XFHCSGG5MS2P2RPR&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_5_167&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=20c62bc9-b394-4b1e-87d4-7e7bc279d13a.ACCG26XFHCSGG5MS.SEARCH&ppt=browse&ppn=browse,10838,36556,2,8.390419147
MOREBYTE 128gb USB Pen Drive,2,9310,1733,4981,817,20074,7056,4554,2357,electronics,storage,MOREBYTE,152,10,https://www.flipkart.com/morebyte-128gb-usb-pen-drive-metal-body-external-storage-device-128-gb/p/itm8040c85e392cd?pid=ACCGCFM8SFQHHQKF&lid=LSTACCGCFM8SFQHHQKFET6RQW&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_5_173&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=20c62bc9-b394-4b1e-87d4-7e7bc279d13a.ACCGCFM8SFQHHQKF.SEARCH&ppt=browse&ppn=browse,6365,22339,3,8.938714257
